Subject,Relation,Object
Ricardo Alarcon,related_to,Iran
Ricardo Alarcon,related_to,Gholam Ali
Ricardo Alarcon,related_to,Haddad Adel
Thursday,related_to,Iran
Thursday,related_to,Gholam Ali
Thursday,related_to,Haddad Adel
Iran,related_to,Gholam Ali
Iran,related_to,Haddad Adel
Gholam Ali,related_to,Haddad Adel
Haddad Adel,related_to,two-day
Haddad Adel,related_to,Cuba
Haddad Adel,related_to,Wednesday
Haddad Adel,related_to,Venezuela
two-day,related_to,Cuba
two-day,related_to,Wednesday
two-day,related_to,Venezuela
Cuba,related_to,Wednesday
Cuba,related_to,Venezuela
Wednesday,related_to,Venezuela
Cuba,related_to,Cuban
Cuba,related_to,Minister Felipe Perez Roque
Cuba,related_to,Vice President Carlos Lage
Cuban,related_to,Minister Felipe Perez Roque
Cuban,related_to,Vice President Carlos Lage
Minister Felipe Perez Roque,related_to,Vice President Carlos Lage
Venezuela,related_to,Cuba
Venezuela,related_to,U.N.
Venezuela,related_to,Iran
Cuba,related_to,U.N.
Cuba,related_to,Iran
U.N.,related_to,Iran
China,related_to,Taiwan
China,related_to,Washington
China,related_to,Tuesday
China,related_to,U.S.
Taiwan,related_to,Washington
Taiwan,related_to,Tuesday
Taiwan,related_to,U.S.
Washington,related_to,Tuesday
Washington,related_to,U.S.
Tuesday,related_to,U.S.
U.S. State Department,related_to,Chen Yunlin
U.S. State Department,related_to,Richard Armitage
U.S. State Department,related_to,China
U.S. State Department,related_to,Taiwan
U.S. State Department,related_to,China
Chen Yunlin,related_to,Richard Armitage
Chen Yunlin,related_to,China
Chen Yunlin,related_to,Taiwan
Chen Yunlin,related_to,China
Richard Armitage,related_to,China
Richard Armitage,related_to,Taiwan
Richard Armitage,related_to,China
China,related_to,Taiwan
China,related_to,China
Taiwan,related_to,China
China,related_to,March
China,related_to,Taiwan
March,related_to,Taiwan
China,related_to,Taiwan
Russian,related_to,Monday
Russian,related_to,Mikhail
Russian,related_to,Khodorkovsky
Monday,related_to,Mikhail
Monday,related_to,Khodorkovsky
Mikhail,related_to,Khodorkovsky
Khodorkovsky,related_to,Yukos
Yukos,related_to,Khodorkovsky
Yukos,related_to,Russia
Yukos,related_to,Platon Lebedev
Khodorkovsky,related_to,Russia
Khodorkovsky,related_to,Platon Lebedev
Russia,related_to,Platon Lebedev
Wall Street Journal,related_to,Daniel
Wall Street Journal,related_to,Pearl
Wall Street Journal,related_to,al-Qaida
Wall Street Journal,related_to,Pakistan
Daniel,related_to,Pearl
Daniel,related_to,al-Qaida
Daniel,related_to,Pakistan
Pearl,related_to,al-Qaida
Pearl,related_to,Pakistan
al-Qaida,related_to,Pakistan
Mariane,related_to,Pearl
Mariane,related_to,Habib Bank Limited
Pearl,related_to,Habib Bank Limited
Daniel,related_to,Pearl
Daniel,related_to,Pearl
Daniel,related_to,South Asia
Daniel,related_to,Journal
Daniel,related_to,Pakistani
Daniel,related_to,Karachi
Daniel,related_to,January 2002
Pearl,related_to,South Asia
Pearl,related_to,Journal
Pearl,related_to,Pakistani
Pearl,related_to,Karachi
Pearl,related_to,January 2002
South Asia,related_to,Journal
South Asia,related_to,Pakistani
South Asia,related_to,Karachi
South Asia,related_to,January 2002
Journal,related_to,Pakistani
Journal,related_to,Karachi
Journal,related_to,January 2002
Pakistani,related_to,Karachi
Pakistani,related_to,January 2002
Karachi,related_to,January 2002
Pearl,related_to,U.S.
Pearl,related_to,Karachi
U.S.,related_to,Karachi
Palestinian,related_to,Hamas
Palestinian,related_to,Islamic
Hamas,related_to,Islamic
Cabinet,related_to,Tuesday
Cabinet,related_to,one day
Cabinet,related_to,Prime Minister-designate
Cabinet,related_to,Ismail Haniyeh
Tuesday,related_to,one day
Tuesday,related_to,Prime Minister-designate
Tuesday,related_to,Ismail Haniyeh
one day,related_to,Prime Minister-designate
one day,related_to,Ismail Haniyeh
Prime Minister-designate,related_to,Ismail Haniyeh
Monday,related_to,Mr. Haniyeh
Monday,related_to,United States
Monday,related_to,European Union
Monday,related_to,Russia
Monday,related_to,United Nations -
Monday,related_to,Middle East
Mr. Haniyeh,related_to,United States
Mr. Haniyeh,related_to,European Union
Mr. Haniyeh,related_to,Russia
Mr. Haniyeh,related_to,United Nations -
Mr. Haniyeh,related_to,Middle East
United States,related_to,European Union
United States,related_to,Russia
United States,related_to,United Nations -
United States,related_to,Middle East
European Union,related_to,Russia
European Union,related_to,United Nations -
European Union,related_to,Middle East
Russia,related_to,United Nations -
Russia,related_to,Middle East
United Nations -,related_to,Middle East
U.S. State Department,related_to,Sean McCormack
U.S. State Department,related_to,Hamas
Sean McCormack,related_to,Hamas
U.S. Senate,related_to,Thursday
U.S. Senate,related_to,General David Petraeus
U.S. Senate,related_to,Middle East
Thursday,related_to,General David Petraeus
Thursday,related_to,Middle East
General David Petraeus,related_to,Middle East
General Petraeus,related_to,U.S. Central Command
General Petraeus,related_to,American
General Petraeus,related_to,Middle East
General Petraeus,related_to,East Africa
General Petraeus,related_to,Central Asia
U.S. Central Command,related_to,American
U.S. Central Command,related_to,Middle East
U.S. Central Command,related_to,East Africa
U.S. Central Command,related_to,Central Asia
American,related_to,Middle East
American,related_to,East Africa
American,related_to,Central Asia
Middle East,related_to,East Africa
Middle East,related_to,Central Asia
East Africa,related_to,Central Asia
Senate,related_to,Lt.
Senate,related_to,General Raymond Odierno
Senate,related_to,Petraeus
Senate,related_to,U.S.
Senate,related_to,Iraq
Lt.,related_to,General Raymond Odierno
Lt.,related_to,Petraeus
Lt.,related_to,U.S.
Lt.,related_to,Iraq
General Raymond Odierno,related_to,Petraeus
General Raymond Odierno,related_to,U.S.
General Raymond Odierno,related_to,Iraq
Petraeus,related_to,U.S.
Petraeus,related_to,Iraq
U.S.,related_to,Iraq
General,related_to,Petraeus
General,related_to,Iraq
General,related_to,Congress
General,related_to,U.S.
General,related_to,Iraq
Petraeus,related_to,Iraq
Petraeus,related_to,Congress
Petraeus,related_to,U.S.
Petraeus,related_to,Iraq
Iraq,related_to,Congress
Iraq,related_to,U.S.
Iraq,related_to,Iraq
Congress,related_to,U.S.
Congress,related_to,Iraq
U.S.,related_to,Iraq
May,related_to,General
May,related_to,Petraeus
May,related_to,September
General,related_to,Petraeus
General,related_to,September
Petraeus,related_to,September
prime,related_to,Ireland
prime,related_to,Britain
prime,related_to,Dublin
prime,related_to,London
prime,related_to,Northern Ireland
Ireland,related_to,Britain
Ireland,related_to,Dublin
Ireland,related_to,London
Ireland,related_to,Northern Ireland
Britain,related_to,Dublin
Britain,related_to,London
Britain,related_to,Northern Ireland
Dublin,related_to,London
Dublin,related_to,Northern Ireland
London,related_to,Northern Ireland
Wednesday,related_to,British
Wednesday,related_to,Prime Minister Tony Blair
Wednesday,related_to,Irish
Wednesday,related_to,Prime Minister Bertie Ahern
Wednesday,related_to,Irish
Wednesday,related_to,Republican Army
Wednesday,related_to,Catholic
British,related_to,Prime Minister Tony Blair
British,related_to,Irish
British,related_to,Prime Minister Bertie Ahern
British,related_to,Irish
British,related_to,Republican Army
British,related_to,Catholic
Prime Minister Tony Blair,related_to,Irish
Prime Minister Tony Blair,related_to,Prime Minister Bertie Ahern
Prime Minister Tony Blair,related_to,Irish
Prime Minister Tony Blair,related_to,Republican Army
Prime Minister Tony Blair,related_to,Catholic
Irish,related_to,Prime Minister Bertie Ahern
Irish,related_to,Irish
Irish,related_to,Republican Army
Irish,related_to,Catholic
Prime Minister Bertie Ahern,related_to,Irish
Prime Minister Bertie Ahern,related_to,Republican Army
Prime Minister Bertie Ahern,related_to,Catholic
Irish,related_to,Republican Army
Irish,related_to,Catholic
Republican Army,related_to,Catholic
IRA,related_to,Protestants
IRA,related_to,Catholic Sinn
IRA,related_to,Fein
Protestants,related_to,Catholic Sinn
Protestants,related_to,Fein
Catholic Sinn,related_to,Fein
prime,related_to,Northern Ireland
prime,related_to,one
prime,related_to,1998 Good Friday
Northern Ireland,related_to,one
Northern Ireland,related_to,1998 Good Friday
one,related_to,1998 Good Friday
two,related_to,Sinn
two,related_to,Fein
Sinn,related_to,Fein
British,related_to,United States
White House,related_to,President Bush
White House,related_to,Gulf Coast
White House,related_to,Sunday -
White House,related_to,time
White House,related_to,Louisiana
President Bush,related_to,Gulf Coast
President Bush,related_to,Sunday -
President Bush,related_to,time
President Bush,related_to,Louisiana
Gulf Coast,related_to,Sunday -
Gulf Coast,related_to,time
Gulf Coast,related_to,Louisiana
Sunday -,related_to,time
Sunday -,related_to,Louisiana
time,related_to,Louisiana
White House,related_to,Scott McClellan
White House,related_to,Friday
Scott McClellan,related_to,Friday
Mr. Bush,related_to,Afghanistan
Mr. Bush,related_to,Sri
Mr. Bush,related_to,Lanka
Afghanistan,related_to,Sri
Afghanistan,related_to,Lanka
Sri,related_to,Lanka
United Nations,related_to,Democratic Republic of Congo
Jean-Tobie Okala,related_to,Kinshasa
Jean-Tobie Okala,related_to,Monday
Jean-Tobie Okala,related_to,National Army
Jean-Tobie Okala,related_to,Congo
Jean-Tobie Okala,related_to,North Kivu
Kinshasa,related_to,Monday
Kinshasa,related_to,National Army
Kinshasa,related_to,Congo
Kinshasa,related_to,North Kivu
Monday,related_to,National Army
Monday,related_to,Congo
Monday,related_to,North Kivu
National Army,related_to,Congo
National Army,related_to,North Kivu
Congo,related_to,North Kivu
VOA,related_to,Okala
VOA,related_to,U.N.
Okala,related_to,U.N.
Joseph Kabila,related_to,July 30
U.S.,related_to,Australian
U.S.,related_to,Afghanistan
U.S.,related_to,Taleban
Australian,related_to,Afghanistan
Australian,related_to,Taleban
Afghanistan,related_to,Taleban
Colonel Peter Brownback,related_to,Wednesday
Colonel Peter Brownback,related_to,Australian
Colonel Peter Brownback,related_to,David Hicks
Wednesday,related_to,Australian
Wednesday,related_to,David Hicks
Australian,related_to,David Hicks
Mr. Hicks,related_to,Guantanamo Bay
Mr. Hicks,related_to,2001
Guantanamo Bay,related_to,2001
March,related_to,January 10
David Hicks,related_to,Guantanamo
Mr. Hicks,related_to,Terry
Chevron,related_to,Friday
U.S. Senate Majority Leader,related_to,Bill Frist
U.S. Senate Majority Leader,related_to,Republican
Bill Frist,related_to,Republican
Ecuador,related_to,Rafael Correa
Ecuador,related_to,Saudi Arabia
Ecuador,related_to,OPEC
Rafael Correa,related_to,Saudi Arabia
Rafael Correa,related_to,OPEC
Saudi Arabia,related_to,OPEC
OPEC,related_to,Riyadh
OPEC,related_to,Saturday November 17
OPEC,related_to,two-day
Riyadh,related_to,Saturday November 17
Riyadh,related_to,two-day
Saturday November 17,related_to,two-day
Ecuador,related_to,OPEC
Ecuador,related_to,1992
OPEC,related_to,1992
Ecuador,related_to,South America
Venezuela,related_to,American
Venezuela,related_to,OPEC
American,related_to,OPEC
Russian,related_to,Russia
Russia,related_to,Wednesday
Russia,related_to,Russia
Wednesday,related_to,Russia
past five,related_to,Russian
"Saturday , March 8th",related_to,International Women 's
"Saturday , March 8th",related_to,Day
International Women 's,related_to,Day
Afghanistan,related_to,Massouda Jalal
Afghanistan,related_to,October 2004
Massouda Jalal,related_to,October 2004
Jalal,related_to,Afghanistan
Jalal,related_to,President Hamid Karzai
Afghanistan,related_to,President Hamid Karzai
VOA,related_to,George Dwyer
CIA Director Porter Goss,related_to,Monday
CIA Director Porter Goss,related_to,CIA
Monday,related_to,CIA
Deputy Director for Operations Stephen Kappes,related_to,Michael Sulik
Deputy Director for Operations Stephen Kappes,related_to,Mr.
Deputy Director for Operations Stephen Kappes,related_to,Goss
Deputy Director for Operations Stephen Kappes,related_to,Congress
Deputy Director for Operations Stephen Kappes,related_to,House of Representatives Intelligence Committee
Michael Sulik,related_to,Mr.
Michael Sulik,related_to,Goss
Michael Sulik,related_to,Congress
Michael Sulik,related_to,House of Representatives Intelligence Committee
Mr.,related_to,Goss
Mr.,related_to,Congress
Mr.,related_to,House of Representatives Intelligence Committee
Goss,related_to,Congress
Goss,related_to,House of Representatives Intelligence Committee
Congress,related_to,House of Representatives Intelligence Committee
Mr.,related_to,Goss
Mr.,related_to,President Bush
Goss,related_to,President Bush
Mr.,related_to,Goss
Mr.,related_to,CIA
Mr.,related_to,August
Goss,related_to,CIA
Goss,related_to,August
CIA,related_to,August
National Football League,related_to,Monday night
National Football League,related_to,Denver
National Football League,related_to,Mike Anderson
National Football League,related_to,Rod Smith
National Football League,related_to,Broncos
National Football League,related_to,Kansas City Chiefs 30-Oct
Monday night,related_to,Denver
Monday night,related_to,Mike Anderson
Monday night,related_to,Rod Smith
Monday night,related_to,Broncos
Monday night,related_to,Kansas City Chiefs 30-Oct
Denver,related_to,Mike Anderson
Denver,related_to,Rod Smith
Denver,related_to,Broncos
Denver,related_to,Kansas City Chiefs 30-Oct
Mike Anderson,related_to,Rod Smith
Mike Anderson,related_to,Broncos
Mike Anderson,related_to,Kansas City Chiefs 30-Oct
Rod Smith,related_to,Broncos
Rod Smith,related_to,Kansas City Chiefs 30-Oct
Broncos,related_to,Kansas City Chiefs 30-Oct
Denver,related_to,Jake Plummer
Denver,related_to,Jason Elam
Jake Plummer,related_to,Jason Elam
Kansas City,related_to,Trent Green
Kansas City,related_to,Samie Parker
Trent Green,related_to,Samie Parker
Israel,related_to,Israeli
Israel,related_to,Palestinian
Israel,related_to,Israeli
Israeli,related_to,Palestinian
Israeli,related_to,Israeli
Palestinian,related_to,Israeli
General Moshe Yaalon,related_to,Friday
General Moshe Yaalon,related_to,Israel
General Moshe Yaalon,related_to,Yediot Aharonot
Friday,related_to,Israel
Friday,related_to,Yediot Aharonot
Israel,related_to,Yediot Aharonot
North Korea,related_to,Korean
North Korea,related_to,Tuesday
North Korea,related_to,South Korea
Korean,related_to,Tuesday
Korean,related_to,South Korea
Tuesday,related_to,South Korea
Pyongyang,related_to,Monday
Pyongyang,related_to,Koreans
Pyongyang,related_to,Chinese
Monday,related_to,Koreans
Monday,related_to,Chinese
Koreans,related_to,Chinese
Korean,related_to,Tuesday
North,related_to,Seoul
Unification Ministry,related_to,Tuesday
Unification Ministry,related_to,Korean
Tuesday,related_to,Korean
Indian,related_to,Pakistani
Indian,related_to,Kashmir
Pakistani,related_to,Kashmir
Indian,related_to,Pakistani
Uri,related_to,India
Uri,related_to,Kaman Post
Uri,related_to,Thursday
India,related_to,Kaman Post
India,related_to,Thursday
Kaman Post,related_to,Thursday
India,related_to,Pakistan
India,related_to,Kaman Post
Pakistan,related_to,Kaman Post
re-opened six,related_to,Kashmiri
re-opened six,related_to,Srinagar and Muzaffarabad
Kashmiri,related_to,Srinagar and Muzaffarabad
Iranian,related_to,President Mahmoud Ahmadinejad
Iranian,related_to,Iraq
Iranian,related_to,Iraqi
Iranian,related_to,Prime
Iranian,related_to,Nouri al-Maliki
President Mahmoud Ahmadinejad,related_to,Iraq
President Mahmoud Ahmadinejad,related_to,Iraqi
President Mahmoud Ahmadinejad,related_to,Prime
President Mahmoud Ahmadinejad,related_to,Nouri al-Maliki
Iraq,related_to,Iraqi
Iraq,related_to,Prime
Iraq,related_to,Nouri al-Maliki
Iraqi,related_to,Prime
Iraqi,related_to,Nouri al-Maliki
Prime,related_to,Nouri al-Maliki
Iran,related_to,IRNA
Iran,related_to,President Ahmadinejad
Iran,related_to,Iraq
IRNA,related_to,President Ahmadinejad
IRNA,related_to,Iraq
President Ahmadinejad,related_to,Iraq
Sunday,related_to,Mr.
Sunday,related_to,Maliki
Sunday,related_to,Iran
Mr.,related_to,Maliki
Mr.,related_to,Iran
Maliki,related_to,Iran
President Ahmadinejad,related_to,Iraq
President Ahmadinejad,related_to,March
Iraq,related_to,March
today,related_to,Iraqi
today,related_to,Iranian
today,related_to,Manouchehr Mottaki
today,related_to,Tehran
today,related_to,Iran
Iraqi,related_to,Iranian
Iraqi,related_to,Manouchehr Mottaki
Iraqi,related_to,Tehran
Iraqi,related_to,Iran
Iranian,related_to,Manouchehr Mottaki
Iranian,related_to,Tehran
Iranian,related_to,Iran
Manouchehr Mottaki,related_to,Tehran
Manouchehr Mottaki,related_to,Iran
Tehran,related_to,Iran
U.S.,related_to,Iraqi
U.S.,related_to,American
U.S.,related_to,Iraq
U.S.,related_to,December 31st
U.S.,related_to,U.N.
Iraqi,related_to,American
Iraqi,related_to,Iraq
Iraqi,related_to,December 31st
Iraqi,related_to,U.N.
American,related_to,Iraq
American,related_to,December 31st
American,related_to,U.N.
Iraq,related_to,December 31st
Iraq,related_to,U.N.
December 31st,related_to,U.N.
Buddhist,related_to,Burma
Khin Thu Htay,related_to,VOA
Khin Thu Htay,related_to,Burmese
Khin Thu Htay,related_to,Ashin Gambira
Khin Thu Htay,related_to,10
VOA,related_to,Burmese
VOA,related_to,Ashin Gambira
VOA,related_to,10
Burmese,related_to,Ashin Gambira
Burmese,related_to,10
Ashin Gambira,related_to,10
Burmese,related_to,several
Burmese,related_to,later
Burmese,related_to,Gambira
Burmese,related_to,Hkamti
several,related_to,later
several,related_to,Gambira
several,related_to,Hkamti
later,related_to,Gambira
later,related_to,Hkamti
Gambira,related_to,Hkamti
military-run,related_to,Burma
military-run,related_to,2007
Burma,related_to,2007
Burmese,related_to,June 2007
Venezuela,related_to,Sunday
Willian Lara,related_to,President Hugo Chavez
Willian Lara,related_to,Fifth Republic Movement
President Hugo Chavez,related_to,Fifth Republic Movement
Mr. Lara,related_to,Mr. Chavez
Mr. Chavez,related_to,United States
Venezuelan,related_to,Zulia
Venezuelan,related_to,Saturday
Zulia,related_to,Saturday
Pakistani,related_to,President Pervez Musharraf
Pakistani,related_to,China
President Pervez Musharraf,related_to,China
Pakistan,related_to,'s Foreign Ministry
Pakistan,related_to,Mohammad Sadiq
Pakistan,related_to,Wednesday
's Foreign Ministry,related_to,Mohammad Sadiq
's Foreign Ministry,related_to,Wednesday
Mohammad Sadiq,related_to,Wednesday
President Musharraf,related_to,Beijing
President Musharraf,related_to,Chinese
Beijing,related_to,Chinese
Pakistan,related_to,Mr.
Pakistan,related_to,Musharraf
Mr.,related_to,Musharraf
Pakistani,related_to,Ali Zardari
Pakistani,related_to,Prime Minister Nawaz Sharif
Pakistani,related_to,Tuesday
Ali Zardari,related_to,Prime Minister Nawaz Sharif
Ali Zardari,related_to,Tuesday
Prime Minister Nawaz Sharif,related_to,Tuesday
Mr.,related_to,Musharraf
Mr.,related_to,November
Mr.,related_to,Supreme Court
Musharraf,related_to,November
Musharraf,related_to,Supreme Court
November,related_to,Supreme Court
Home Ministry,related_to,Wednesday
Tuesday,related_to,United Nations
Tuesday,related_to,Nepal
Tuesday,related_to,King Gyanendra
United Nations,related_to,Nepal
United Nations,related_to,King Gyanendra
Nepal,related_to,King Gyanendra
King,related_to,February first
Nepal,related_to,Thursday
U.S.,related_to,Jordan
U.S.,related_to,Iraq
Jordan,related_to,Iraq
al-Qaida,related_to,Iraq
al-Qaida,related_to,Abu Musab al-Zarqawi
Iraq,related_to,Abu Musab al-Zarqawi
U.S.,related_to,Iraqi
U.S.,related_to,Jordan
Iraqi,related_to,Jordan
Thursday,related_to,Congo River
Thursday,related_to,Bandundu
Congo River,related_to,Bandundu
Information,related_to,Lambert Mende
Bandundu,related_to,Kinshasa
Justin Timberlake,related_to,20th
Justin Timberlake,related_to,Nickelodeon
Justin Timberlake,related_to,Kids ' Choice Awards
20th,related_to,Nickelodeon
20th,related_to,Kids ' Choice Awards
Nickelodeon,related_to,Kids ' Choice Awards
Adam Sandler,related_to,Dakota Fanning
Adam Sandler,related_to,Ben Stiller
Adam Sandler,related_to,Wannabe Award
Dakota Fanning,related_to,Ben Stiller
Dakota Fanning,related_to,Wannabe Award
Ben Stiller,related_to,Wannabe Award
Nickelodeon,related_to,Kids ' Choice Awards
United States Senate,related_to,Africa
Sunday,related_to,Senator
Sunday,related_to,Barack
Sunday,related_to,Obama
Sunday,related_to,African
Sunday,related_to,Nelson Mandela
Senator,related_to,Barack
Senator,related_to,Obama
Senator,related_to,African
Senator,related_to,Nelson Mandela
Barack,related_to,Obama
Barack,related_to,African
Barack,related_to,Nelson Mandela
Obama,related_to,African
Obama,related_to,Nelson Mandela
African,related_to,Nelson Mandela
Obama,related_to,Robben Island
Obama,related_to,U.S.
Obama,related_to,Mandela
Robben Island,related_to,U.S.
Robben Island,related_to,Mandela
U.S.,related_to,Mandela
Monday,related_to,Obama
Monday,related_to,South African archbishop Desmond Tutu
Monday,related_to,Cape Town
Obama,related_to,South African archbishop Desmond Tutu
Obama,related_to,Cape Town
South African archbishop Desmond Tutu,related_to,Cape Town
Obama,related_to,Kenya
Obama,related_to,Congo
Obama,related_to,Chad
Kenya,related_to,Congo
Kenya,related_to,Chad
Congo,related_to,Chad
today,related_to,HIV
today,related_to,Kenya
HIV,related_to,Kenya
Obama,related_to,U.S. Senate
Obama,related_to,November 2004
Obama,related_to,U.S.
Obama,related_to,Illinois
U.S. Senate,related_to,November 2004
U.S. Senate,related_to,U.S.
U.S. Senate,related_to,Illinois
November 2004,related_to,U.S.
November 2004,related_to,Illinois
U.S.,related_to,Illinois
U.S. Energy,related_to,Secretary Samuel Bodman
U.S. Energy,related_to,United States
Secretary Samuel Bodman,related_to,United States
Bodman,related_to,Friday
since 1973,related_to,Pennsylvania
since 1973,related_to,Three Mile Island
since 1973,related_to,1979
Pennsylvania,related_to,Three Mile Island
Pennsylvania,related_to,1979
Three Mile Island,related_to,1979
Australian,related_to,Prime Minister John Howard
Australian,related_to,China
Prime Minister John Howard,related_to,China
Canberra,related_to,Beijing
Canberra,related_to,Monday
Beijing,related_to,Monday
Australia,related_to,Labor Party
Australia,related_to,Mr. Howard
Australia,related_to,Australia
Labor Party,related_to,Mr. Howard
Labor Party,related_to,Australia
Mr. Howard,related_to,Australia
Mr. Howard,related_to,Labor Party
prime,related_to,sometime
Paula,related_to,Gulf Coast of Mexico
Paula,related_to,Central America
Gulf Coast of Mexico,related_to,Central America
1745 UTC,related_to,U.S. National
1745 UTC,related_to,Paula
U.S. National,related_to,Paula
Mexican,related_to,of Cozumel
Yucatan Peninsula,related_to,Tuesday
Yucatan Peninsula,related_to,Wednesday
Tuesday,related_to,Wednesday
Paula,related_to,Cuba
Paula,related_to,Yucatan Peninsula
Paula,related_to,Belize
Cuba,related_to,Yucatan Peninsula
Cuba,related_to,Belize
Yucatan Peninsula,related_to,Belize
Nicaragua,related_to,Honduras
China,related_to,2005 to
Sunday,related_to,Ou Xinqian
Sunday,related_to,China
Sunday,related_to,National Development and Reform Commission
Ou Xinqian,related_to,China
Ou Xinqian,related_to,National Development and Reform Commission
China,related_to,National Development and Reform Commission
Xinhua News Agency,related_to,Commission
Xinhua News Agency,related_to,China
Xinhua News Agency,related_to,2004
Commission,related_to,China
Commission,related_to,2004
China,related_to,2004
Mr. Ou,related_to,Chinese
China,related_to,National Bureau of Statistics
China,related_to,2005
National Bureau of Statistics,related_to,2005
Pakistani,related_to,Taleban
Pakistani,related_to,Baluchistan
Taleban,related_to,Baluchistan
Afghanistan,related_to,Quetta
Taleban,related_to,Afghanistan
Pakistani,related_to,Afghan
Pakistani,related_to,Taleban
Afghan,related_to,Taleban
Taleban,related_to,Afghanistan
Afghan,related_to,NATO
Afghan,related_to,Afghanistan
Afghan,related_to,Islamabad
Afghan,related_to,Taleban
Afghan,related_to,Pakistan
NATO,related_to,Afghanistan
NATO,related_to,Islamabad
NATO,related_to,Taleban
NATO,related_to,Pakistan
Afghanistan,related_to,Islamabad
Afghanistan,related_to,Taleban
Afghanistan,related_to,Pakistan
Islamabad,related_to,Taleban
Islamabad,related_to,Pakistan
Taleban,related_to,Pakistan
Iran,related_to,Russia
Iran,related_to,Moscow
Iran,related_to,Iran
Iran,related_to,Bushehr
Russia,related_to,Moscow
Russia,related_to,Iran
Russia,related_to,Bushehr
Moscow,related_to,Iran
Moscow,related_to,Bushehr
Iran,related_to,Bushehr
Iranian,related_to,Iran
Iranian,related_to,"Atomic Energy Organization , Asadollah Sabouri"
Iranian,related_to,Tehran
Iranian,related_to,Russia
Iranian,related_to,February 26
Iran,related_to,"Atomic Energy Organization , Asadollah Sabouri"
Iran,related_to,Tehran
Iran,related_to,Russia
Iran,related_to,February 26
"Atomic Energy Organization , Asadollah Sabouri",related_to,Tehran
"Atomic Energy Organization , Asadollah Sabouri",related_to,Russia
"Atomic Energy Organization , Asadollah Sabouri",related_to,February 26
Tehran,related_to,Russia
Tehran,related_to,February 26
Russia,related_to,February 26
Mr.,related_to,Sabouri
Mr.,related_to,Russia
Mr.,related_to,Bushehr
Mr.,related_to,10
Sabouri,related_to,Russia
Sabouri,related_to,Bushehr
Sabouri,related_to,10
Russia,related_to,Bushehr
Russia,related_to,10
Bushehr,related_to,10
Moscow,related_to,Tehran
Russia,related_to,Bushehr
Russia,related_to,Tehran
Bushehr,related_to,Tehran
United States,related_to,Iran
United States,related_to,Tehran
Iran,related_to,Tehran
Chilean,related_to,Augusto Pinochet
Pinochet,related_to,1973 to 1990
Operation Colombo,related_to,1975
Thursday,related_to,February
Western,related_to,Saturday
Medina,related_to,Buraydah
India 's Tata Motors,related_to,eastern India
Tata,related_to,Wednesday
Tata,related_to,Singur
Tata,related_to,West Bengal
Tata,related_to,Tata
Tata,related_to,Uttarakhand
Wednesday,related_to,Singur
Wednesday,related_to,West Bengal
Wednesday,related_to,Tata
Wednesday,related_to,Uttarakhand
Singur,related_to,West Bengal
Singur,related_to,Tata
Singur,related_to,Uttarakhand
West Bengal,related_to,Tata
West Bengal,related_to,Uttarakhand
Tata,related_to,Uttarakhand
several,related_to,West Bengal
Tata,related_to,West Bengal
David Chapfika,related_to,Wednesday
President Robert Mugabe,related_to,later
Tuvalu Trust Fund,related_to,TTF
Tuvalu Trust Fund,related_to,1987
Tuvalu Trust Fund,related_to,Australia
Tuvalu Trust Fund,related_to,NZ
Tuvalu Trust Fund,related_to,UK
Tuvalu Trust Fund,related_to,Japan
Tuvalu Trust Fund,related_to,South Korea
TTF,related_to,1987
TTF,related_to,Australia
TTF,related_to,NZ
TTF,related_to,UK
TTF,related_to,Japan
TTF,related_to,South Korea
1987,related_to,Australia
1987,related_to,NZ
1987,related_to,UK
1987,related_to,Japan
1987,related_to,South Korea
Australia,related_to,NZ
Australia,related_to,UK
Australia,related_to,Japan
Australia,related_to,South Korea
NZ,related_to,UK
NZ,related_to,Japan
NZ,related_to,South Korea
UK,related_to,Japan
UK,related_to,South Korea
Japan,related_to,South Korea
TTF,related_to,9
TTF,related_to,2006
9,related_to,2006
US Government,related_to,Tuvalu
US Government,related_to,1988
Tuvalu,related_to,1988
Tuvalu,related_to,2006
Niue,related_to,Cook Islands
1966,related_to,2011
1966,related_to,New Zealand
2011,related_to,New Zealand
British,related_to,Cyprus
British,related_to,1960
British,related_to,British
Cyprus,related_to,1960
Cyprus,related_to,British
1960,related_to,British
Greek Cypriot,related_to,Turkish Cypriot
Greek Cypriot,related_to,December 1963
Greek Cypriot,related_to,Nicosia
Turkish Cypriot,related_to,December 1963
Turkish Cypriot,related_to,Nicosia
December 1963,related_to,Nicosia
UN,related_to,1964
UN,related_to,Turkish Cypriots
1964,related_to,Turkish Cypriots
1974,related_to,Cyprus
1974,related_to,Turkey
Cyprus,related_to,Turkey
1983,related_to,Turkish
1983,related_to,Turkish Republic
1983,related_to,Northern Cyprus
1983,related_to,TRNC
1983,related_to,Turkey
Turkish,related_to,Turkish Republic
Turkish,related_to,Northern Cyprus
Turkish,related_to,TRNC
Turkish,related_to,Turkey
Turkish Republic,related_to,Northern Cyprus
Turkish Republic,related_to,TRNC
Turkish Republic,related_to,Turkey
Northern Cyprus,related_to,TRNC
Northern Cyprus,related_to,Turkey
TRNC,related_to,Turkey
Cypriot,related_to,2008
Cypriot,related_to,UN
Cypriot,related_to,Greek Cypriot
Cypriot,related_to,Turkish Cypriot
2008,related_to,UN
2008,related_to,Greek Cypriot
2008,related_to,Turkish Cypriot
